review_comment_message,IDHM,customer_state,review_comment_message_english,IDHM_low
"Entrega antes da data prevista,produto correto, recomendo :)",0.682,CE,"Delivery before the expected date, correct product, I recommend :)",True
obrigado,0.783,SP,thanks,False
Só tem muito frete né poderia ser menos kk,0.783,SP,Only has a lot of freight right could be less kk,False
Muito bom só queria que pudesse ser maior mas mesmo assim é otimo,0.761,RJ,Very good just wanted it to be bigger but it is still great,False
Quero devolver o produto ,0.761,RJ,I want to return the product,False
Relógio é lindo ,0.761,RJ,Clock is beautiful,False
produto entregue antes da data,0.761,RJ,Product delivered before date,False
"Amo comprar nessa conceituada empresa...spr recebi antes do prazo estimado...
Todos os produtos de excelente qualidade!!
Super RECOMENDO!!👏👏👏👏👏👏👏👏👏💓💓💓💓💓💓💓💓💓💓💓",0.783,SP,"I love to buy in this renowned company ... SPR I received before the estimated deadline ...
All products of excellent quality !!
Super recommend !! 👏👏👏👏👏👏👏👏👏💓💓💓💓💓💓💓💓💓💓💓",False
"Produto e ótimo, porém não gostei do fornecedor demorou muito, esperava receber antes a tampa veio quebrada.Queria outro ",0.783,SP,"Product and great, but I didn't like the supplier it took a long time, expected to receive the lid came broken.",False
Comprei essa bosta faz quase 1 mês e não chegou ,0.783,SP,I bought this shit for almost 1 month and did not arrive,False
"O produto é muito bom, corresponde ao anunciado e o envio foi muito rapido.",0.783,SP,"The product is very good, corresponds to the announced and the shipping was very fast.",False
"Gostei do produto, chegou antes do prazo. Só não sei 5 estrelas por que veio com um pequeno defeito na parte superior da carteira, mas que não afeta o uso.",0.646,PA,"I liked the product, it arrived before the deadline.I just don't know 5 stars because it came with a small defect in the top of the wallet, but it does not affect use.",True
Só veio ameaçado um pouco em cima mais não vou trocar não ,0.66,BA,I just came threatened a little on top no more,True
Recomendo a todos que necessitam deste produto pois é de ótimo qualidade e impressão.,0.783,SP,I recommend to everyone who needs this product as it is of great quality and printing.,False
"Adorei os pendentes veio do jeitinho q.pensei mesmo.Super indico , é fantástico !",0.731,MG,I loved the pendants came from the way q.,False
O produto foi entregue em tempo recorde e conforme descrito no anúncio.,0.731,MG,The product was delivered in record time and as described in the ad.,False
Bom atendimento nas compras efetuadas.,0.749,PR,Good service in purchases made.,False
Ótimo.,0.783,SP,Excellent.,False
"Muito bom produto
Recomendo!",0.731,MG,"Very good product
I recommend it!",False
Bom,0.731,MG,Good,False
Produto original entrega me surpreendeu antes do prazo nota 10 obrigado.,0.673,PE,Original product delivery surprised me before the deadline grade 10 thanks.,True
"Recebi mercadoria dentro do prazo combinado, atendentes muuito atenciosos.",0.731,MG,"I received goods within the agreed deadline, very attentive attendants.",False
"Produto chegou conforme anunciado, recomendo a todos",0.783,SP,"Product arrived as announced, I recommend to all",False
Excelente. Entrega dentro do prazo. Produto muito bem embalado.,0.761,RJ,Excellent.Delivery on time.Very well packaged product.,False
"O produto foi entregue corretamente, e até antes do prazo, porém, a sua qualidade é bem inferior ao esperado.",0.783,SP,"The product was delivered correctly, and even before the deadline, however, its quality is much lower than expected.",False
Ainda não utilizei o produto. Mas recebi o produto conforme meu pedido e antes do prazo. ,0.761,RJ,I haven't used the product yet.But I received the product as requested and before the deadline.,False
A maleta veio com arranhões ,0.761,RJ,The briefcase came with scratches,False
"O produto chegou no prazo e foi como eu imaginava, o produto bonito e de qualidade. Ótimo custo benefício.",0.66,BA,"The product arrived on time and it was as I imagined, the beautiful and quality product.Great cost benefit.",True
Ótimo site para compra.,0.66,BA,Great website for purchase.,True
No 110v e meio fraca mais no 220v como manda a voltagem responde bem 😎,0.783,SP,In 110V and half weak plus 220V as it sends the voltage responds well 😎,False
"Ainda não testei o produto, mas a experiência de realizar a compra foi muito boa..
Não conheço nenhum ecommerce q forneça a mesma experiência",0.783,SP,"I haven't tested the product yet, but the experience of making the purchase was very good.
I don't know any ecommerce that provides the same experience",False
Gosto muito do atendimento de vocês!!,0.783,SP,I really like your service !!,False
"Foi entregue somente 01 unidade das 06 compradas, como proceder?",0.761,RJ,"Only 01 unit of the 06 purchased was delivered, how to proceed?",False
"Não gostei do produto

",0.761,RJ,I didn't like the product,False
"Eu super recomendo baratheon é realmente um sait de confiança produtos em geral ótimo de boa qualidade o preço melhor ainda a entrega super rápido parabéns sou uma consumidora muito satisfeita. 
",0.783,SP,I super recommend Baratheon is really a trusted site products in general great good quality the price better even fast delivery congratulations I am a very satisfied consumer.,False
ok,0.774,SC,OK,False
"Atendimento muito bom.
",0.66,BA,Very good service.,True
Muito bom . ,0.731,MG,Very good .,False
Não sei ao certo se o problema esta no fornecedor ou no transportador.,0.725,MT,I am not sure if the problem is in the supplier or the carrier.,False
"O produto ainda não foi entregue. Se eu soubesse que essa loja usava os correios nem teria comprado, pois os correios estão dificultando os esclarecimentos.",0.761,RJ,"The product has not yet been delivered.If I knew this store used the post office, it would not have bought it, as the post office is making it difficult to clarify.",False
Processo de compra perfeito!,0.783,SP,Perfect purchase process!,False
Não é da cor do anuncio. Ele é cor de rosa. Não gostei. ,0.731,MG,It is not the color of the ad.He is pink.I didn't like it.,False
LOJA DE EXCELENTE REPUTAÇÃO! O PRODUTO CHEGOU NO PRAZO E EM PERFEITO ESTADO. RECOMENDO À TODOS!,0.66,BA,Excellent reputation store!The product arrived on time and in perfect condition.I recommend it to everyone!,True
desejo receber o produto que comprei,0.731,MG,I wish to receive the product I bought,False
Produto entregue dentro do prazo. Bem antes do último dia previsto. ,0.761,RJ,Product delivered on time.Well before the last day expected.,False
Compramos 2 tonners e veio apenas 1 na caixa tiramos fotos e fizemos video precisamos urgente do reembolso ou do produto ,0.783,SP,We bought 2 tonners and came only 1 in the box took pictures and made video we urgently need the refund or product,False
Lindas bonecas com um cheirinho sensacional. ,0.731,MG,Beautiful dolls with a sensational smell.,False
A primeira vez que eu comprei veio certinho ...já o segundo perfume até agora não chegou e minha fatura já chegou com. O valor comprado ,0.761,RJ,The first time I bought it came right ... the second perfume so far has not arrived and my invoice has arrived with.The purchased value,False
Paguei caro pelo frete e n foram entregues na minha casa.tive q pegar no correios e só veio uma e mesmo assim o modelo errado. Já enviei 2 e-mail espero o contato pq quero a devolução do meu dinheiro.,0.761,RJ,I paid dearly for shipping and n were delivered to my house.I already sent 2 email I hope the contact because I want the return of my money.,False
"Incrível que pela primeira vez que demora pra entrega de uma compra minha, porém acredito que tem uma razão, eu ainda não recebi esta compra.",0.746,RS,"Amazing that for the first time it takes time to deliver a purchase of mine, but I believe it has a reason, I have not received this purchase.",False
Produto não chegou no prazo ,0.783,SP,Product did not arrive on time,False
"A loja é co
Inviável recebi meu produto no prazo certo recomendo a todos.",0.824,DF,"The store is co
Unfeasible I received my product within the right time I recommend to all.",False
Recebi todos os produtos bem certinho e no prazo. O sling é lindo e de um tecido muito bom!,0.746,RS,I received all products very well and on time.The sling is beautiful and a very good fabric!,False
Entrega foi feita bem antes do prazo!!! Produto maravilhoso!¡😊😉,0.735,GO,Delivery was done well before the deadline !!!WONDERFUL PRODUCT!,False
"compro sempre, gosto das lannister",0.761,RJ,"I always buy, I like the lannister",False
"Venho bem antes da data prevista adorei produto de qualidade recomendo.
",0.749,PR,I come well before the expected date I loved quality product recommend.,False
recomendo a loja e o produto,0.783,SP,I recommend the store and the product,False
Tudo ok,0.783,SP,All ok,False
Foi tudo como eu esperava obg stark pela eficiência continuarei comprando.,0.761,RJ,It was all as I expected Obg Stark for efficiency I will continue to buy.,False
"Além de não receber o produto, não tive resposta sobre o mesmo.",0.774,SC,"In addition to not receiving the product, I had no answer about it.",False
BOA QUALIDADE SÓ Q O MULINETE É MUITO SIMPLES ALÉM DO Q EU PENSAVA ,0.646,PA,Good quality only the reel is very simple beyond what I thought,True
"Nota mil, tudo perfeito.",0.783,SP,"NOTE THOUSAND, ALL PERFECT.",False
Atendimento perfeito. Produto chegou antes do previsto.,0.731,MG,Perfect service.Product arrived earlier than expected.,False
Gostei muito,0.783,SP,I really liked,False
cancelei a minha compra no mesmo dia e mesmo assim me enviaram o Produto. quero fazer a devolução,0.783,SP,I canceled my purchase on the same day and still sent me the product.I want to return,False
"Adorei super indico 
😉",0.731,MG,"I loved it super 
😉",False
"O produto chegou rápido e bem embalado. Eu só imaginei que o silicone seria mais firme, achei ele bem líquido. 
Vou usar e analisar se irá me atender, caso sim, compraria novamente com esse vendedor.",0.731,MG,"The product arrived fast and well packed.I just imagined that the silicone would be firmer, I found it very liquid. 
I will use and analyze if it will serve me, if yes, I would buy this seller again.",False
"a nica coisa que tenho pra reclamar, é que demarcaram um imprevisto no trajeto, e no tive maiores esclarecimentos. fiquei preocupada, e nao tive atendimento de ninguem. ",0.761,RJ,"The only thing I have to complain is that they demarcate an unforeseen one on the way, and I had no further clarification.I was worried, and I had no care of anyone.",False
"produto entregue , errado , comprei um relogio e me entregaram outro, estou insatisfeito, ate o momento",0.783,SP,"Product delivered, wrong, I bought a watch and gave me another, I'm dissatisfied, so far",False
